非中介 可月付 地铁二号线人民公园 通惠门,邮电局宿舍,850 元/月,https://cd.zu.anjuke.com/fangyuan/1225444283
合租单间中和镇华路街53号 教师公寓朝阳丽景朝阳小区精装月付,朝阳丽景,650 元/月,https://cd.zu.anjuke.com/fangyuan/1221165309
千居朝阳 万年场 万象城 无中介包物管 可押一付一,千居朝阳,980 元/月,https://cd.zu.anjuke.com/fangyuan/1221753057
首月0房租！万达锦华城 无中介 包网包物管 华宇广场 川大,万达锦华城,1000 元/月,https://cd.zu.anjuke.com/fangyuan/1220403613
首月0租金 无中介 万年场 五桂桥汽车站 塔子山公园 包物业,信和御龙山,980 元/月,https://cd.zu.anjuke.com/fangyuan/1225527391
短租！！！一个半月 精装次卧 天府新区 华阳 欣宇都市港湾,石油华宇苑,600 元/月,https://cd.zu.anjuke.com/fangyuan/1224054037
减！减！减！入住立减200！手慢无！,小学路小区,950 元/月,https://cd.zu.anjuke.com/fangyuan/1223810631
（0中介）武侯祠高升桥成都体育学院附近武侯祠大街253号精装,成都体育学院教师宿舍,800 元/月,https://cd.zu.anjuke.com/fangyuan/1220177400
精装 月底特价 0中介 神仙树 新北小区 海特国际广场包物业,新北小区,780 元/月,https://cd.zu.anjuke.com/fangyuan/1224812363
敢住我就敢减！立减200！只为给你好的！,下莲池街2号院,1000 元/月,https://cd.zu.anjuke.com/fangyuan/1223807657
特惠精装！立减200！给你温暖的家!,吉祥里,840 元/月,https://cd.zu.anjuke.com/fangyuan/1225837407
武侯国际花园 押一付一！手慢无！,武侯国际花园,950 元/月,https://cd.zu.anjuke.com/fangyuan/1223860520
精装！0中介！月付！只给你好的生活！,枫丹国际公寓,800 元/月,https://cd.zu.anjuke.com/fangyuan/1223778003
押一付一 望江锦苑 0中介 可随时入住,望江锦苑,750 元/月,https://cd.zu.anjuke.com/fangyuan/1222886045
首月0享租 包网包物业 无中介 猛追湾 339 space,长城锦苑,1280 元/月,https://cd.zu.anjuke.com/fangyuan/1225105384
所有单间立减200！心动不如行动！手慢无哦~,锦海国际花园,930 元/月,https://cd.zu.anjuke.com/fangyuan/1223806790
月付！无中介！石油苑 精装修！押一付一！,石油苑,900 元/月,https://cd.zu.anjuke.com/fangyuan/1222831241
押一付一桐梓林 嘉云台 南方花园 上善国际附近精装主卧出租,嘉云台,950 元/月,https://cd.zu.anjuke.com/fangyuan/1221628045
广都 五根松地铁站 极地海洋公园 香山半岛 宏达世纪锦城,蒂梵尼TOWN,1000 元/月,https://cd.zu.anjuke.com/fangyuan/1222007987
首月0享租 无中介 包网包物业 带空调 房间敞亮 精装全配,成功银玺国际,1030 元/月,https://cd.zu.anjuke.com/fangyuan/1217904811
sm广场 钻石广场 首创爱这城 家具齐全 直接拎包入住,首创爱这城,1250 元/月,https://cd.zu.anjuke.com/fangyuan/1220101492
摩玛城 南二环高架 锦华万达 瑞升橡树林 精装直租 全女生,摩玛城,786 元/月,https://cd.zu.anjuke.com/fangyuan/1224432830
顺通河滨公寓 339旁 家具家电全齐 拎包入住 交通方便,顺通河滨公寓,1480 元/月,https://cd.zu.anjuke.com/fangyuan/1218388552
押一付一天府三街地铁旁软件园新希望国际世纪城精装主次卧家电齐,英郡一期,850 元/月,https://cd.zu.anjuke.com/fangyuan/1225565365
0中介！精装修！采光好！拎包入住！,成龙花园,820 元/月,https://cd.zu.anjuke.com/fangyuan/1225793368
川师 可短租 锦华万达广场 望江嘉苑 带空调 月付 拎包入住,望江嘉苑,1080 元/月,https://cd.zu.anjuke.com/fangyuan/1224733897
减！减！减！入住立减200！手慢无！,核工业局宿舍,990 元/月,https://cd.zu.anjuke.com/fangyuan/1223819568
单间 可月付 天府五街 银泰称 美城悦荣府 艺家 精装带空调,美城悦荣府,850 元/月,https://cd.zu.anjuke.com/fangyuan/1216219902
成都*人民医院附近 南城都汇汇晴园 次卧出租 无中介,南城都汇汇晴园,1050 元/月,https://cd.zu.anjuke.com/fangyuan/1225766487
抢！首月立减200！智能门锁 双周保洁,新半边街小区,990 元/月,https://cd.zu.anjuke.com/fangyuan/1225798649
四川大学华西医院丨电信路玉华村省体育馆丨主卧带阳台无中介,四川省环境保护局宿舍,800 元/月,https://cd.zu.anjuke.com/fangyuan/1225149009
免中介地铁一号线倪家桥玉林省体育馆保利中心盘古花园来福士附近,都市金岸,999 元/月,https://cd.zu.anjuke.com/fangyuan/1223085290
川师，攀成钢，帕丽湾，精装合租房，家电齐全，拎包入住,帕丽湾,980 元/月,https://cd.zu.anjuke.com/fangyuan/1224215959
官宣！入住立减200！生活不能将就！,紫荆馨苑,840 元/月,https://cd.zu.anjuke.com/fangyuan/1223799024
抢！首月立减200！智能门锁 双周保洁,齐盛花园,870 元/月,https://cd.zu.anjuke.com/fangyuan/1225799521
天府三街 软件园 桦南半岛 中和大道 首月免租金 包物业网,华楠半岛,1100 元/月,https://cd.zu.anjuke.com/fangyuan/1222935466
抢！首月立减200！智能门锁 双周保洁,晓初公寓,900 元/月,https://cd.zu.anjuke.com/fangyuan/1222806802
特惠精装！立减200！给你温暖的家!,南鑫苑,1040 元/月,https://cd.zu.anjuke.com/fangyuan/1224762334
房间干净整洁！给你温暖的小天地！,青兴苑,620 元/月,https://cd.zu.anjuke.com/fangyuan/1223787902
免中介 出租次卧带空调不是隔断间 地铁衣冠庙骨科医院信都大厦,玉馨苑,800 元/月,https://cd.zu.anjuke.com/fangyuan/1224651034
高新区南延线 地铁华阳站 家乐福 精装单间 油建苑 南阳盛世,新庆园,600 元/月,https://cd.zu.anjuke.com/fangyuan/1223137915
减！减！减！入住立减200！手慢无！,秀舍天涯,860 元/月,https://cd.zu.anjuke.com/fangyuan/1225797312
天府五街美年广场 银泰城 软件园 保利锦江里精装套三带空调,保利锦江里,800 元/月,https://cd.zu.anjuke.com/fangyuan/1225167870
海椒市牛市口地铁站 莲花逸都精装套二带书房 可当套三用,瑞升莲花逸都,3000 元/月,https://cd.zu.anjuke.com/fangyuan/1225233371
减200！减！免费快带保洁 家电齐全 地铁周边,中铁城锦南汇,910 元/月,https://cd.zu.anjuke.com/fangyuan/1225799127
驿都城精装套三，楼下就是沃尔玛商场，旁边就是书房地铁,驿都城,1800 元/月,https://cd.zu.anjuke.com/fangyuan/1224611235
高新理想中心、南城都汇御天下、九方购物中心、天府新谷、全包,汇翠园南城都汇,900 元/月,https://cd.zu.anjuke.com/fangyuan/1215087362
合租| 剑南大道欧尚广场锦官南苑华银美景精装次卧先到先得可,华银美景,700 元/月,https://cd.zu.anjuke.com/fangyuan/1219170184
7号线川师地铁口，蓝谷地五期，娇子立交，超大空间，带阳台,蓝谷地五期,780 元/月,https://cd.zu.anjuke.com/fangyuan/1225912494
立减200元！押一付一 品质空调房 近地铁,布鲁明顿广场,990 元/月,https://cd.zu.anjuke.com/fangyuan/1223769054
免中介！东客站 超多好房，你值得拥有！,优品尚东,900 元/月,https://cd.zu.anjuke.com/fangyuan/1222728040
卓锦城 枫树街 海棠路 国香街 牡丹街 茶花街 无中介包物管,卓锦城6期紫郡,780 元/月,https://cd.zu.anjuke.com/fangyuan/1224638308
无中介精装主次卧紧邻倪家桥地铁玉林南街人南立交桐梓林省体育馆,都市金岸,850 元/月,https://cd.zu.anjuke.com/fangyuan/1223528059
豪华装修，无中介，无物业，有空调，主卧带阳台，主卧带独卫！,华润翡翠城2期,1067 元/月,https://cd.zu.anjuke.com/fangyuan/1225821321
青年别墅精装跃层套四出租 4个空调 一楼带大花园 中庭位置,空港晶座,3800 元/月,https://cd.zu.anjuke.com/fangyuan/1225562907
房东直租 兴隆湖 科学城 地铁口150米 套三自住豪华装修,天投北鑫苑,3900 元/月,https://cd.zu.anjuke.com/fangyuan/1224423701
首月减200！抢！大床空调房 免费wifi,成科路7号院,890 元/月,https://cd.zu.anjuke.com/fangyuan/1225835920
蜀汉路！金沙美邻！一品天下地铁口！带飘窗次卧！包水气！0中介,金沙美邻丽锦苑,810 元/月,https://cd.zu.anjuke.com/fangyuan/1220761604
房源 玉林小区 玉林嘉苑 5室厅2卫 北,玉林嘉苑,1030 元/月,https://cd.zu.anjuke.com/fangyuan/1217710618
先到先得！月付押一！全新家电！精装！免费宽带保洁！,建发翡翠鹭洲,890 元/月,https://cd.zu.anjuke.com/fangyuan/1217195800
抢！首月立减200！智能门锁 双周保洁,东篱路122号院,660 元/月,https://cd.zu.anjuke.com/fangyuan/1223760893
立减200元！押一付一 品质空调房 近地铁,清风晓筑,950 元/月,https://cd.zu.anjuke.com/fangyuan/1223811999
阳光华庭都市港湾阳台次卧出租警官学院正规套三 三家合租无隔断,阳光华庭,500 元/月,https://cd.zu.anjuke.com/fangyuan/1220064716
美丽寓生命科技园附近 南桥新居 太平园神仙树附近带空调包物业,南桥新居B区,980 元/月,https://cd.zu.anjuke.com/fangyuan/1224036983
首月0租金 包物管 大观地铁旁 火车东站 比华利 月付无中介,兴城嘉苑三期,800 元/月,https://cd.zu.anjuke.com/fangyuan/1225337301
倪家桥 宏城公寓 全女生合租 家具齐全带空调 随时看房无中介,棕北公寓,900 元/月,https://cd.zu.anjuke.com/fangyuan/1218424974
所有单间立减200！心动不如行动！手慢无哦~,泰和佳园,910 元/月,https://cd.zu.anjuke.com/fangyuan/1224764304
广都地铁口 鸿阁一号单间 世纪城 天府五街 金融城 孵化园,晋元鸿阁一号,900 元/月,https://cd.zu.anjuke.com/fangyuan/1220067409
减！200！限时特惠！错过就是一辈子！,金竹苑C区,870 元/月,https://cd.zu.anjuke.com/fangyuan/1223820207
锦江 塔子山公园 华宇广场附近 望江锦苑 精装 月付单间,望江锦苑,1100 元/月,https://cd.zu.anjuke.com/fangyuan/1221209843
月付 无中介 电子科大 出门二环高架 首创天禧 随时看房,蓝光COCO时代,880 元/月,https://cd.zu.anjuke.com/fangyuan/1221788742
押一付一桐梓林 嘉云台 南方花园 上善国际附近精装主卧出租,嘉云台,950 元/月,https://cd.zu.anjuke.com/fangyuan/1221628045
二环高架 万科加州湾 现代城 押一付一 无中介 包物管,万科加州湾,1000 元/月,https://cd.zu.anjuke.com/fangyuan/1219797126
川师大 塔子山站 沙河 月付 无中介 家电齐全 拎包入住,沙河壹号一期,980 元/月,https://cd.zu.anjuke.com/fangyuan/1220746981
非中介！ 信和御龙山！ 塔子山公园 五桂桥汽车总站,信和御龙山,1130 元/月,https://cd.zu.anjuke.com/fangyuan/1224891974
惊喜活动！立减200！时间有限！抢！,亚太广场,970 元/月,https://cd.zu.anjuke.com/fangyuan/1224758743
双流 押一付一 剑南大道 戛纳湾金棕榈 软件园 银泰城 甩租,欣宇都市港湾,650 元/月,https://cd.zu.anjuke.com/fangyuan/1216962248
可月付华阳镇缤纷广场摩尔新世纪商业步行街南阳盛世精装单间出租,缤纷广场,450 元/月,https://cd.zu.anjuke.com/fangyuan/1225081360
红牌楼地铁附近 红牌楼广场 爱家鑫城 双楠名城 押一付三,双楠名城A区,900 元/月,https://cd.zu.anjuke.com/fangyuan/1222722853
特惠精装！立减200！给你温暖的家!,晶融汇,1010 元/月,https://cd.zu.anjuke.com/fangyuan/1223805453
实图！东门大桥地铁口 春熙路太古里就在楼下 非中介 随时看房,金府花园,1180 元/月,https://cd.zu.anjuke.com/fangyuan/1218453592
立减200元！押一付一 品质空调房 近地铁,庆云北街21号院,980 元/月,https://cd.zu.anjuke.com/fangyuan/1225793265
首月0租金 万象城 万年场 月付无中介 包物业包网 精装修,华润尚云庭,950 元/月,https://cd.zu.anjuke.com/fangyuan/1224137878
个人无中介春熙路大慈寺汉庭酒店旁望福街17号合租单间温馨漂亮,望福街17号院,750 元/月,https://cd.zu.anjuke.com/fangyuan/1221200339
月付！么得中介 包网包物管 星耀天都 驷马桥 昭觉寺南路,北辰美庐,830 元/月,https://cd.zu.anjuke.com/fangyuan/1225253548
减200！减！免费快带保洁 家电齐全 地铁周边,天府欣苑东区,910 元/月,https://cd.zu.anjuke.com/fangyuan/1222677597
高新区世纪城和天府三街地铁口房源精装三房拎包入住,英郡二期,4300 元/月,https://cd.zu.anjuke.com/fangyuan/1225892775
包宽带保洁！世茂城 川师成龙校区 经开区 恒大绿洲 总部壹号,世茂城,480 元/月,https://cd.zu.anjuke.com/fangyuan/1223746381
减200！减！免费快带保洁 家电齐全 地铁周边,晋阳社区,800 元/月,https://cd.zu.anjuke.com/fangyuan/1223830001
敢住我就敢减！立减200！只为给你好的！,水河名居,850 元/月,https://cd.zu.anjuke.com/fangyuan/1223804019
中德英伦联邦 除了房子什么都白送 华府大道地铁口 三街世纪城,中德英伦联邦B区,800 元/月,https://cd.zu.anjuke.com/fangyuan/1224926765
官宣！入住立减200！生活不能将就！,都市靓点,880 元/月,https://cd.zu.anjuke.com/fangyuan/1223829128
无中介 成都东区医院 经天路菜市场 成都日升建材经营部 精装,东方阳光城B区,800 元/月,https://cd.zu.anjuke.com/fangyuan/1224146840
2号线惠王陵站 人居锦尚春天A区 月付 无中介 可短租,人居锦尚春天A区,780 元/月,https://cd.zu.anjuke.com/fangyuan/1219214871
2号线惠王陵站 成都东站 成渝立交 月付 无中介 拎包入住,人居锦尚春天A区,780 元/月,https://cd.zu.anjuke.com/fangyuan/1221785864
天府二街大次卧 复城国际大有智慧 凤凰城 华府西苑 中海兰庭,复地雍湖湾,980 元/月,https://cd.zu.anjuke.com/fangyuan/1221163096
无中介地铁一号线华府大道美年广场天府五街软件园银泰城精装次卧,锐力领峰,780 元/月,https://cd.zu.anjuke.com/fangyuan/1221180762
高新 时代晶科名苑 九方购物 融城理想 金融城 天府国际中心,时代晶科名苑,800 元/月,https://cd.zu.anjuke.com/fangyuan/1223721859
特惠精装！立减200！给你温暖的家!,玉双苑,810 元/月,https://cd.zu.anjuke.com/fangyuan/1223773821
高新金融城 银泰中心 科华南路锦晖小学 泛林格兰晴天天府名居,礼顿山1号,1360 元/月,https://cd.zu.anjuke.com/fangyuan/1221188092
首月减200！抢！大床空调房 免费wifi,玉林嘉苑,970 元/月,https://cd.zu.anjuke.com/fangyuan/1224761239
减200！减！免费快带保洁 家电齐全 地铁周边,富邑华庭,810 元/月,https://cd.zu.anjuke.com/fangyuan/1223840160
府青路口 蓝光coco国际 熙悦广场 青龙场青秀城 月付精装,马克公馆二期,700 元/月,https://cd.zu.anjuke.com/fangyuan/1225580408
先到先得！月付押一！全新家电！精装！免费宽带保洁！,血液中心宿舍,910 元/月,https://cd.zu.anjuke.com/fangyuan/1217208710
温馨朝南主卧 紧邻神仙树地铁大世界商业广场紫荆北路 免中 介,四季家园,880 元/月,https://cd.zu.anjuke.com/fangyuan/1224132023
入住立减200元！月付 押一付 地铁，抢订中！,弘福苑,810 元/月,https://cd.zu.anjuke.com/fangyuan/1224745028
非中介！直租！外双楠 超多好房，等你来住！,双楠锐派,940 元/月,https://cd.zu.anjuke.com/fangyuan/1223837501
无中介 包物业包网 成都339 市二医院 大王玉城 长城锦苑,长城锦苑,980 元/月,https://cd.zu.anjuke.com/fangyuan/1225116271
首月0租金 包物管 月付 精装套三 地铁 房 温馨单间 包网,华韵天府,830 元/月,https://cd.zu.anjuke.com/fangyuan/1223031691
房源 桐梓林 双发金英汇 3 北,双发金英汇,1130 元/月,https://cd.zu.anjuke.com/fangyuan/1222751106
省体育馆保利中心玉林倪家桥地铁口玉洁东街一号宽敞明亮带阳台急,成达小区,900 元/月,https://cd.zu.anjuke.com/fangyuan/1224179987
抢！首月立减200！智能门锁 双周保洁,银泰泰悦湾,960 元/月,https://cd.zu.anjuke.com/fangyuan/1223762639
无中介，无物业费，地铁3分，商圈位置，价格可谈有空调！,比华利国际城一期,700 元/月,https://cd.zu.anjuke.com/fangyuan/1222445086
神仙树地铁口 新里维多利亚 精装主卧独卫带空调 0中介,新里维多利亚公寓,1600 元/月,https://cd.zu.anjuke.com/fangyuan/1224184621
抢！首月立减200！智能门锁 双周保洁,海棠名居,750 元/月,https://cd.zu.anjuke.com/fangyuan/1223759170
首月减200！抢！大床空调房 免费wifi,蓝光时代华章,960 元/月,https://cd.zu.anjuke.com/fangyuan/1223828364
火车南站，精装主卧带卫，男女不限，随时入住,南延新苑,1300 元/月,https://cd.zu.anjuke.com/fangyuan/1225167949
时代晶科温馨次卧 理想中心 高新 银泰中心 茂业中心,时代晶科名苑,850 元/月,https://cd.zu.anjuke.com/fangyuan/1223004497
中德联邦C区次卧带阳台 美年广场 软件园 天府三四五街,中德英伦联邦C区,820 元/月,https://cd.zu.anjuke.com/fangyuan/1221507573
首月0享租 包网包物业 无中介 理工大学 铁建广场 理工东苑,云水苑,830 元/月,https://cd.zu.anjuke.com/fangyuan/1223331716
